budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
0,11.423533,0,94,They took a bite out of crime,Small Time Crooks,6.4,155
18000000,6.961736,17200925,115,Life doesn't hold tryouts.,Center Stage,6.8,90
17000000,9.191187,24000000,107,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,167
18000000,4.492859,16702864,92,They're on a mission without permission.,Catch That Kid,4.9,76
18000000,5.706767,0,125,"Seen from a distance, it's perfect.",Life as a House,7.2,120
30000000,53.670525,34441873,122,Can a great man be a good man?,Steve Jobs,6.8,1573
18000000,14.15192,0,102,Popularity is nice. Popular girls are not.,"I Love You, Beth Cooper",5.1,197
18000000,13.462544,0,87,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319
18000000,11.725805,2945600,98,"The untold story of the man behind the mask, and the legend behind the man.",The Legend of the Lone Ranger,3.7,14
21000000,7.047975,28008462,109,"In a place this treacherous, what a good spy needs is a spy of his own.",The Tailor of Panama,6.2,92
18000000,13.628601,12000000,108,Murder has a sound all of its own!,Blow Out,7.3,236
18000000,16.520516,10501938,90,Get in. Get out. Getaway.,Getaway,4.9,246
18000000,14.916264,8038061,112,"It was 1973, and the climate was changing.",The Ice Storm,6.9,176
18000000,9.633711,25312387,94,,And So It Goes,5.7,164
0,3.455018,0,105,"When the going gets tough, the tough go shopping!",Troop Beverly Hills,5.6,56
0,1.946634,0,104,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,Being Julia,6.4,23
17000000,12.313143,6735922,117,They Broke Every Rule,Nine 1/2 Weeks,5.8,177
18000000,3.258422,14110013,108,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",Dragonslayer,6.5,67
0,3.659292,0,112,Intoxicating. Infuriating. Impossible. Love.,The Last Station,6.7,55
18000000,24.548633,5887457,127,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,630
18000000,17.683563,20275812,111,,Labor Day,6.7,299
18000000,10.1449,26527510,120,Greatness comes to those who take it.,Mongol: The Rise of Genghis Khan,6.5,158
18000000,31.887978,25739015,114,"A story of sex, thugs and rock 'n roll.",RockNRolla,6.9,836
0,1.110179,0,99,Deeds not Words,Megaforce,3.5,15
0,9.814785,0,242,,Hamlet,7.3,117
25000000,1.876811,20719451,117,最后的舞者,Mao's Last Dancer,6.8,28
18000000,32.717853,6212282,112,He's not like us.,Midnight Special,6.2,694
0,8.945081,0,108,In any relationship one person always does the heavy lifting.,Anything Else,6.2,149
18000000,13.916583,22309223,116,Revenge is never a straight line.,The Railway Man,6.7,273
15238800,17.94739,0,144,,The White Ribbon,7.2,255
0,2.525569,0,90,,Restoration,5.3,11
2700000,10.47644,3500000,93,He's not from around here...,The Wraith,5.9,108
18000000,10.991281,676698,103,"If you're looking for the truth, you've come to the wrong place.",Salton Sea,7,104
18000000,7.871686,7972967,93,Experience Metallica like never before,Metallica: Through the Never,6.7,83
18000000,6.333869,382174,98,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,60
18000000,1.138383,871279,338,The man who hijacked the world,Carlos,6.7,50
18000000,8.266124,0,114,,I Come with the Rain,5.6,20
0,0.910529,0,121,One man's hero is another man's traitor.,One Man's Hero,9.3,2
3500000,18.025206,34000000,96,The darkest day of horror the world has ever known.,Day of the Dead,6.9,270
18000000,10.144222,0,92,I lay my vengeance upon them.,I Am Wrath,4.5,179
18000000,9.244181,1831348,105,Paris 2054. Live forever or die trying,Renaissance,6.7,77
17900000,12.752463,6948633,89,A woman and a warrior that became a legend.,Red Sonja,5,206
14000000,22.748174,13551174,119,How much do you want to believe?,Red Lights,6,376
20000000,33.436092,121463226,113,Come and Get Some!,Superbad,7,2100
0,3.107371,90508336,103,,Madea Goes to Jail,6.4,52
18000000,7.922639,0,90,Unleash the beast,Wolves,5.7,82
23000000,28.973074,150816700,98,It's not where you're from. It's where you're at.,Step Up 2: The Streets,6.5,640
15000000,23.980329,51053787,80,Armed And Dangerously Dumb.,Hoodwinked!,5.9,479
17500000,28.60542,38000000,121,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
24000000,42.669304,99965753,89,Assassin 47,Hitman,5.9,966
17500000,7.180403,7018189,93,The Musical Event of the Holiday Season,Black Nativity,5.8,16
18000000,21.638673,266586800,93,Mercy is for the Weak,The Prince,4.6,218
0,2.64486,0,116,,City of Ghosts,5.4,18
0,25.881355,0,101,"Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660
18500000,67.66094,183316455,137,This Time It's War,Aliens,7.7,3220
17000000,20.786616,72070731,170,The loverliest motion picture of them all!,My Fair Lady,7.4,352
17000000,27.654472,125586134,100,"If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,687
17000000,70.668923,136621271,104,Fake Cops. Real Trouble.,Let's Be Cops,6.4,1219
16000000,23.425431,109502303,126,In search of wine. In search of women. In search of themselves.,Sideways,6.9,478
17500000,14.304444,19179969,110,Prepare for the ultimate chug of war.,Beerfest,5.8,172
300000,30.301307,70000000,91,The Night He Came Home,Halloween,7.4,1035
17000000,3.56033,0,87,Rover is about to take over.,Good Boy!,4.7,30
17000000,7.210095,71625195,123,Times change. Friendship doesn't.,The Best Man Holiday,6.7,110
17000000,23.491962,57103895,109,Nobody gets away clean.,Smokin' Aces,6.4,534
20000000,36.133536,136150434,90,The Traps Come Alive,Saw: The Final Chapter,5.8,730
17000000,14.18136,0,94,Easier said than done.,40 Days and 40 Nights,5.2,297
17000000,12.709227,30331165,81,Score!,A Night at the Roxbury,5.9,198
17000000,24.054062,43165571,86,Love is never ugly.,Beastly,6,849
15000000,35.107857,69623713,107,The lucky ones die first.,The Hills Have Eyes,6.1,705
0,10.149569,0,98,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,5.1,64
0,14.023082,45710059,128,Champions Can Come From Anywhere.,"McFarland, USA",7.4,213
0,9.054803,0,99,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54
20000000,5.422285,21170563,105,A New American Story,ATL,6,32
17000000,32.746486,115350426,112,Get pitch slapped.,Pitch Perfect,7.3,2247
34000000,3.960098,19693891,108,Are you game?,Summer Catch,4.8,63
0,10.178917,0,121,Sometimes good people do evil things.,A Simple Plan,6.9,187
17000000,4.544216,0,89,Are you afraid of the dark? You should be.,They,4.6,74
0,2.184708,0,89,,Larry the Cable Guy: Health Inspector,3.3,17
0,3.09159,0,73,"The Good, The Bad and The Stinky.",The Adventures of Elmo in Grouchland,6.3,14
17000000,18.790102,29536299,133,This is War. This is Brooklyn.,Brooklyn's Finest,6.2,293
17000000,3.321095,10000000,154,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,55 Days at Peking,6.3,36
17000000,33.912116,97542952,91,The most terrifying film you will ever experience.,Evil Dead,6.4,1723
17000000,5.787891,20455276,95,The most fun you can have without a passport.,My Life in Ruins,5.6,101
17000000,7.864011,7314027,107,Imagine a country where more people vote for a pop idol than they do for their next President.,American Dreamz,4.9,95
17000000,17.062117,19300000,90,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,318
0,1.782666,0,94,,How She Move,3,6
17000000,19.311572,9500000,122,Every bullet leaves a trail.,Running Scared,7,331
0,2.897449,0,120,,Bobby Jones: Stroke of Genius,5.5,19
17000000,0.138564,0,97,A romantic adventure for the dangerous at heart.,Shanghai Surprise,2.9,15
40000000,36.960953,86915017,110,Nothing Is What It Seems.,The Illusionist,7.1,1615
17000000,1.15641,2000000,102,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,5.6,19
17000000,9.583578,1569918,98,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,6.8,59
17000000,25.112567,3758328,120,Welcome to the family,Escobar: Paradise Lost,6.1,271
17000000,9.349386,374743,144,Have a nice apocalypse.,Southland Tales,5.2,153
15000000,8.884405,0,80,Dragon hunting isn't a fairy tale,Dragon Hunters,6.5,129
17000000,2.215261,8720000,91,,Damnation Alley,5,27
17000000,6.385234,9627492,82,Once You Believe You Die,The Apparition,4.5,140
16500000,20.935169,0,102,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",My Girl,7,428
16800000,4.358255,2281089,122,A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
15000000,24.898687,43848069,126,Every dream has a price.,Wall Street,7,546
16500000,20.898711,135000000,136,Lose your heart and come to your senses.,Sense and Sensibility,7.2,352
16500000,18.236284,37311672,120,Her own life is her greatest inspiration.,Becoming Jane,6.9,317
16500000,10.74648,13620075,108,Freshman year is no fairytale,Sydney White,6,236
16500000,12.102725,16942795,126,Some dreams can't be shared.,House of Sand and Fog,7,199
16400000,55.458584,235860116,129,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2705
16000000,35.777067,247275374,107,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859
16000000,18.430419,92823546,96,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
16000000,7.980632,53977250,129,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",The Verdict,7.4,131
16000000,14.759948,119754278,93,The greatest college tradition of all.,Road Trip,5.9,542
0,9.229999,0,106,It takes a hero to know what's worth winning.,Varsity Blues,6,122
15000000,29.943316,133432856,100,A Breath Of Fresh Vintage Air,The Artist,7.3,1049
16000000,15.788784,76514050,87,Evil will do anything to live.,The Unborn,4.8,365
16000000,41.083914,68263166,94,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Moonrise Kingdom,7.6,1662
16000000,21.380635,0,91,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre: The Beginning,5.9,402
18500000,1.884558,6490401,120,"Before he was the savior, he was a child.",The Young Messiah,6.4,30
0,4.382761,0,80,He can get into any disguise... getting out is another story.,The Master of Disguise,3.7,78
19000000,90.809408,83258226,118,What happens when make-believe believes it's real?,Pan's Labyrinth,7.6,3041
0,6.579017,0,94,The Smart One Isn't Wearing Any Pants.,See Spot Run,4.8,44
16000000,7.854989,29381649,130,Just a Baby Boy.,Baby Boy,7.4,55
16000000,11.807269,40492759,91,"2,000 colleges. 8 million roommates. Which one will you get?",The Roommate,5.3,224
17700000,15.976335,30987695,91,He Came. He Cleaned. He Conquered.,Joe Dirt,5.5,242
15000000,10.484642,30102717,110,Two brothers separated by the violence. Now together in a mission of revenge.,Double Impact,5.3,215
12000000,38.623178,80573774,121,Big cops. Small town. Moderate violence.,Hot Fuzz,7.4,2199
16000000,8.8321,50007546,114,,The Women,4.6,96
15000000,32.758254,96408652,96,Life is the ultimate work of art,Vicky Cristina Barcelona,6.7,1020
25000000,6.091033,0,139,A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.,Arn: The Knight Templar,6.4,76
16000000,9.119797,20627372,94,Warning: Sex Changes Everything,Boys and Girls,5.4,103
0,9.423866,0,109,,White Oleander,7.2,108
16000000,32.257414,31556061,100,She's evil... and not just high school evil.,Jennifer's Body,5.3,837
16000000,3.021835,15427192,96,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",Drowning Mona,5.4,43
16000000,7.612849,0,90,,Radio Days,7,127
20000000,36.764666,0,113,Live in the moments.,Remember Me,6.9,948
0,3.199784,0,99,Rule #1 There are no rules.,How to Deal,5.7,42
20000000,9.455596,13854000,108,Man's closest encounter.,My Stepmother is an Alien,5.3,131
26000000,44.301745,206678440,125,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988
16000000,19.890428,18564088,100,Question reality. You can go there even though it doesn't exist.,The Thirteenth Floor,6.8,378
16000000,0.830596,12,97,"This summer, get your grill on!",The Cookout,4.6,10
0,2.637355,0,107,There's No Place On Earth To Hide!,Meteor,5.1,36
0,2.25453,0,112,Six littles souls in search of a little harmony.,Duets,5.5,34
16000000,8.711782,0,112,It's going to be a shot in the dark!,Hollywood Ending,6.4,113
6500000,5.700333,4217115,95,Kiss The Rules Goodbye.,Detroit Rock City,6.7,100
16000000,29.253833,5900000,116,There can be only one.,Highlander,6.8,624
16000000,8.842869,2849142,113,Hope comes with letting go.,Things We Lost in the Fire,6.7,90
16000000,2.848727,1686429,97,Heroes don't come any bigger.,Steel,4.3,48
16000000,13.832464,5867686,117,,The Immigrant,6.2,250
0,4.488547,0,135,,The White Countess,6.9,21
20000000,38.802415,24261569,101,Don't be a hero.,Trance,6.5,956
16000000,9.400404,14822346,86,Announcing the arrival of the first airline with soul.,Soul Plane,4.7,108
11000000,18.923181,53191886,106,,Welcome to the Sticks,6.8,615
0,2.397987,0,96,Anything that makes people happy can't be bad can it?,Good,6.3,29
13000000,20.39955,754249,161,,Enter the Void,7.2,387
16000000,7.251897,0,93,Dating Sucks,Vamps,4.8,91
16000000,43.217089,47801389,93,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1717
16000000,14.529496,0,110,,Zulu,6.7,172
16000000,20.59148,3442853,122,,The Homesman,6.4,258
15600000,2.244947,0,91,,Juwanna Mann,4.2,20
0,1.326264,0,115,,Ararat,5.7,16
0,0.212108,0,99,A town's future is riding with one man.,Madison,5.3,3
15500000,6.630856,1237615,93,The truth is just a trick of light.,Slow Burn,5.5,16
15300000,18.20957,0,94,For those who take their action raw.,Wasabi,6.2,283
15500000,17.327279,0,95,Horror Has A New Face,Slither,6.3,317
15000000,29.843818,316360478,105,The Heat Is On!,Beverly Hills Cop,6.8,961
18000000,2.186927,476684675,103,A Family Comedy Without the Family.,Home Alone,7.1,2414
0,12.335827,0,102,They changed her diapers. She changed their lives.,Three Men and a Baby,5.8,253
21000000,20.818567,177200000,116,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,Tootsie,6.9,421
15000000,58.900647,356830601,110,Up there with the best of the best.,Top Gun,6.7,1698
17000000,45.742254,213525736,120,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",7.2,927
15000000,80.878605,356296601,122,Look closer.,American Beauty,7.9,3313
